loanNoteId,sellerUserId,buyerUserId,salePrice,sellerFees,saleYield,counterParties
32454429,8196710,9078061,0,0,0,
32695966,8196710,9078061,0,0,0,
32793562,8196710,9078061,0,0,0,
32364984,8196710,9078061,0,0,0,
32642486,8196710,9078061,0,0,0,
32364978,8196710,9078061,0,0,0,
32566250,8196710,9078061,0,0,0,
32396472,8196710,9078061,0,0,0,
32684992,8196710,9078061,0,0,0,
32523497,8196710,9078061,0,0,0,
32808925,8196710,9078061,0,0,0,
32335920,8196710,9078061,0,0,0,
32530458,8196710,9078061,0,0,0,
32550341,8196710,9078061,0,0,0,
32732245,8196710,9078061,0,0,0,
32661538,8196710,9078061,0,0,0,
32533484,8196710,9078061,0,0,0,
32523329,8196710,9078061,0,0,0,
32371551,8196710,9078061,0,0,0,
32605487,8196710,9078061,0,0,0,
32706010,8196710,9078061,0,0,0,
32691550,8196710,9078061,0,0,0,
32490768,8196710,9078061,0,0,0,
32653103,8196710,9078061,0,0,0,
32490765,8196710,9078061,0,0,0,
32580230,8196710,9078061,0,0,0,
32719513,8196710,9078061,0,0,0,
32337993,8196710,9078061,0,0,0,
32701178,8196710,9078061,0,0,0,
32769766,8196710,9078061,0,0,0,
32670824,8196710,9078061,0,0,0,
32566565,8196710,9078061,0,0,0,
32550299,8196710,9078061,0,0,0,
32716570,8196710,9078061,0,0,0,
32373516,8196710,9078061,0,0,0,
32714509,8196710,9078061,0,0,0,
32671520,8196710,9078061,0,0,0,
32555936,8196710,9078061,0,0,0,
32638430,8196710,9078061,0,0,0,
32718436,8196710,9078061,0,0,0,
32539694,8196710,9078061,0,0,0,
32550314,8196710,9078061,0,0,0,
32566505,8196710,9078061,0,0,0,
32459133,8196710,9078061,0,0,0,
32731240,8196710,9078061,0,0,0,
32732089,8196710,9078061,0,0,0,
32373480,8196710,9078061,0,0,0,
32660380,8196710,9078061,0,0,0,
32692618,8196710,9078061,0,0,0,
32806423,8196710,9078061,0,0,0,
32368287,8196710,9078061,0,0,0,
32581958,8196710,9078061,0,0,0,
32488572,8196710,9078061,0,0,0,
32493801,8196710,9078061,0,0,0,
32660428,8196710,9078061,0,0,0,
32714539,8196710,9078061,0,0,0,
32828929,8196710,9078061,0,0,0,
32693785,8196710,9078061,0,0,0,
32706094,8196710,9078061,0,0,0,
32368242,8196710,9078061,0,0,0,
32714452,8196710,9078061,0,0,0,
32337924,8196710,9078061,0,0,0,
32744653,8196710,9078061,0,0,0,
32555948,8196710,9078061,0,0,0,
32382072,8196710,9078061,0,0,0,
32569583,8196710,9078061,0,0,0,
32569808,8196710,9078061,0,0,0,
32842381,8196710,9078061,0,0,0,
32796394,8196710,9078061,0,0,0,
32751451,8196710,9078061,0,0,0,
32767210,8196710,9078061,0,0,0,
32384808,8196710,9078061,0,0,0,
32391858,8196710,9078061,0,0,0,
32338053,8196710,9078061,0,0,0,
32338038,8196710,9078061,0,0,0,
32358153,8196710,9078061,0,0,0,
32381538,8196710,9078061,0,0,0,
32539781,8196710,9078061,0,0,0,
32716117,8196710,9078061,0,0,0,
32516534,8196710,9078061,0,0,0,
32470854,8196710,9078061,0,0,0,
32358171,8196710,9078061,0,0,0,
32371563,8196710,9078061,0,0,0,
32428977,8196710,9078061,0,0,0,
32675507,8196710,9078061,0,0,0,
32755945,8196710,9078061,0,0,0,
32716132,8196710,9078061,0,0,0,
32642279,8196710,9078061,0,0,0,
32464794,8196710,9078061,0,0,0,
32516444,8196710,9078061,0,0,0,
32520414,8196710,9078061,0,0,0,
32614004,8196710,9078061,0,0,0,
32396529,8196710,9078061,0,0,0,
32350545,8196710,9078061,0,0,0,
32701327,8196710,9078061,0,0,0,
32706151,8196710,9078061,0,0,0,
32671502,8196710,9078061,0,0,0,
32621747,8196710,9078061,0,0,0,
32621810,8196710,9078061,0,0,0,
32641325,8196710,9078061,0,0,0,
32585393,8196710,9078061,0,0,0,
32701318,8196710,9078061,0,0,0,
32444124,8196710,9078061,0,0,0,
32693716,8196710,9078061,0,0,0,
32447337,8196710,9078061,0,0,0,
32388729,8196710,9078061,0,0,0,
32600573,8196710,9078061,0,0,0,
32769733,8196710,9078061,0,0,0,
32719468,8196710,9078061,0,0,0,
32660476,8196710,9078061,0,0,0,
32641742,8196710,9078061,0,0,0,
32693824,8196710,9078061,0,0,0,
32472843,8196710,9078061,0,0,0,
32396355,8196710,9078061,0,0,0,
32368338,8196710,9078061,0,0,0,
32494032,8196710,9078061,0,0,0,
32675537,8196710,9078061,0,0,0,
32550350,8196710,9078061,0,0,0,
32767213,8196710,9078061,0,0,0,
32795314,8196710,9078061,0,0,0,
32706055,8196710,9078061,0,0,0,
32550320,8196710,9078061,0,0,0,
32664602,8196710,9078061,0,0,0,
32829550,8196710,9078061,0,0,0,
32556695,8196710,9078061,0,0,0,
32719150,8196710,9078061,0,0,0,
32337909,8196710,9078061,0,0,0,
32642489,8196710,9078061,0,0,0,
32555978,8196710,9078061,0,0,0,
32395869,8196710,9078061,0,0,0,
32706139,8196710,9078061,0,0,0,
32395908,8196710,9078061,0,0,0,
32371572,8196710,9078061,0,0,0,
32358138,8196710,9078061,0,0,0,
32543114,8196710,9078061,0,0,0,
32719102,8196710,9078061,0,0,0,
32381514,8196710,9078061,0,0,0,
32668444,8196710,9078061,0,0,0,
32472996,8196710,9078061,0,0,0,
32719123,8196710,9078061,0,0,0,
32470494,8196710,9078061,0,0,0,
32566685,8196710,9078061,0,0,0,
32845312,8196710,9078061,0,0,0,
32396358,8196710,9078061,0,0,0,
32654231,8196710,9078061,0,0,0,
32383335,8196710,9078061,0,0,0,
32601263,8196710,9078061,0,0,0,
32537831,8196710,9078061,0,0,0,
32719534,8196710,9078061,0,0,0,
32668393,8196710,9078061,0,0,0,
32566616,8196710,9078061,0,0,0,
32458188,8196710,9078061,0,0,0,
32693770,8196710,9078061,0,0,0,
32641751,8196710,9078061,0,0,0,
32844589,8196710,9078061,0,0,0,
32743846,8196710,9078061,0,0,0,
32337966,8196710,9078061,0,0,0,
32719432,8196710,9078061,0,0,0,
32693479,8196710,9078061,0,0,0,
32490711,8196710,9078061,0,0,0,
32701181,8196710,9078061,0,0,0,
32668453,8196710,9078061,0,0,0,
32719081,8196710,9078061,0,0,0,
32395713,8196710,9078061,0,0,0,
32384877,8196710,9078061,0,0,0,
32589080,8196710,9078061,0,0,0,
32806414,8196710,9078061,0,0,0,
32691142,8196710,9078061,0,0,0,
32569727,8196710,9078061,0,0,0,
32524233,8196710,9078061,0,0,0,
32537756,8196710,9078061,0,0,0,
32373498,8196710,9078061,0,0,0,
32793643,8196710,9078061,0,0,0,
32744536,8196710,9078061,0,0,0,
32794714,8196710,9078061,0,0,0,
32365005,8196710,9078061,0,0,0,
32738749,8196710,9078061,0,0,0,
32338032,8196710,9078061,0,0,0,
32566499,8196710,9078061,0,0,0,
32691388,8196710,9078061,0,0,0,
32382108,8196710,9078061,0,0,0,
32368152,8196710,9078061,0,0,0,
32660440,8196710,9078061,0,0,0,
32689307,8196710,9078061,0,0,0,
32350494,8196710,9078061,0,0,0,
32535138,8196710,9078061,0,0,0,
32566586,8196710,9078061,0,0,0,
32597543,8196710,9078061,0,0,0,
32569826,8196710,9078061,0,0,0,
32470692,8196710,9078061,0,0,0,
32693692,8196710,9078061,0,0,0,
32714371,8196710,9078061,0,0,0,
32687642,8196710,9078061,0,0,0,
32569622,8196710,9078061,0,0,0,
32350521,8196710,9078061,0,0,0,
32350590,8196710,9078061,0,0,0,
32654237,8196710,9078061,0,0,0,
32643341,8196710,9078061,0,0,0,
32535147,8196710,9078061,0,0,0,
32652554,8196710,9078061,0,0,0,
32660353,8196710,9078061,0,0,0,
32555954,8196710,9078061,0,0,0,
32533439,8196710,9078061,0,0,0,
32358147,8196710,9078061,0,0,0,
32543840,8196710,9078061,0,0,0,
32470716,8196710,9078061,0,0,0,
32374824,8196710,9078061,0,0,0,
32461449,8196710,9078061,0,0,0,
32407377,8196710,9078061,0,0,0,
32814142,8196710,9078061,0,0,0,
32561021,8196710,9078061,0,0,0,
32808799,8196710,9078061,0,0,0,
32434359,8196710,9078061,0,0,0,
32550245,8196710,9078061,0,0,0,
32493711,8196710,9078061,0,0,0,
32493765,8196710,9078061,0,0,0,
32789362,8196710,9078061,0,0,0,
32656673,8196710,9078061,0,0,0,
32701303,8196710,9078061,0,0,0,
32791690,8196710,9078061,0,0,0,
32539715,8196710,9078061,0,0,0,
32569730,8196710,9078061,0,0,0,
32555987,8196710,9078061,0,0,0,
32422638,8196710,9078061,0,0,0,
32569715,8196710,9078061,0,0,0,
32539775,8196710,9078061,0,0,0,
32555999,8196710,9078061,0,0,0,
31957635,8196710,9078061,0,0,0,
32566634,8196710,9078061,0,0,0,
32599739,8196710,9078061,0,0,0,
32606327,8196710,9078061,0,0,0,
32368251,8196710,9078061,0,0,0,
32767198,8196710,9078061,0,0,0,
32391771,8196710,9078061,0,0,0,
32670985,8196710,9078061,0,0,0,
32493702,8196710,9078061,0,0,0,
32719429,8196710,9078061,0,0,0,
32516519,8196710,9078061,0,0,0,
32688164,8196710,9078061,0,0,0,
32569823,8196710,9078061,0,0,0,
32641328,8196710,9078061,0,0,0,
32683690,8196710,9078061,0,0,0,
32719486,8196710,9078061,0,0,0,
32524506,8196710,9078061,0,0,0,
32701172,8196710,9078061,0,0,0,
32684986,8196710,9078061,0,0,0,
32358126,8196710,9078061,0,0,0,
32384745,8196710,9078061,0,0,0,
32555975,8196710,9078061,0,0,0,
32537822,8196710,9078061,0,0,0,
32630999,8196710,9078061,0,0,0,
32719426,8196710,9078061,0,0,0,
32638370,8196710,9078061,0,0,0,
32868904,8196710,9078061,0,0,0,
32523471,8196710,9078061,0,0,0,
32739250,8196710,9078061,0,0,0,
32701196,8196710,9078061,0,0,0,
32660389,8196710,9078061,0,0,0,
32412774,8196710,9078061,0,0,0,
32789335,8196710,9078061,0,0,0,
32692597,8196710,9078061,0,0,0,
32516531,8196710,9078061,0,0,0,
32350584,8196710,9078061,0,0,0,
32642903,8196710,9078061,0,0,0,
32409876,8196710,9078061,0,0,0,
32384736,8196710,9078061,0,0,0,
32337987,8196710,9078061,0,0,0,
32556014,8196710,9078061,0,0,0,
32368185,8196710,9078061,0,0,0,
32616659,8196710,9078061,0,0,0,
32368320,8196710,9078061,0,0,0,
32555861,8196710,9078061,0,0,0,
32758795,8196710,9078061,0,0,0,
32687645,8196710,9078061,0,0,0,
32372706,8196710,9078061,0,0,0,
32675483,8196710,9078061,0,0,0,
32490795,8196710,9078061,0,0,0,
32758900,8196710,9078061,0,0,0,
32660455,8196710,9078061,0,0,0,
32422677,8196710,9078061,0,0,0,
32668312,8196710,9078061,0,0,0,
32536643,8196710,9078061,0,0,0,
32467014,8196710,9078061,0,0,0,
32539817,8196710,9078061,0,0,0,
32464986,8196710,9078061,0,0,0,
32613989,8196710,9078061,0,0,0,
32391786,8196710,9078061,0,0,0,
32641355,8196710,9078061,0,0,0,
32487915,8196710,9078061,0,0,0,
32447214,8196710,9078061,0,0,0,
32740369,8196710,9078061,0,0,0,
32701291,8196710,9078061,0,0,0,
32391741,8196710,9078061,0,0,0,
32467161,8196710,9078061,0,0,0,
32868883,8196710,9078061,0,0,0,
32516153,8196710,9078061,0,0,0,
32421138,8196710,9078061,0,0,0,
32458200,8196710,9078061,0,0,0,
32537786,8196710,9078061,0,0,0,
32660413,8196710,9078061,0,0,0,
32533499,8196710,9078061,0,0,0,
32569820,8196710,9078061,0,0,0,
32652524,8196710,9078061,0,0,0,
32566709,8196710,9078061,0,0,0,
32516462,8196710,9078061,0,0,0,
32731039,8196710,9078061,0,0,0,
32701312,8196710,9078061,0,0,0,
32589053,8196710,9078061,0,0,0,
32753788,8196710,9078061,0,0,0,
32582846,8196710,9078061,0,0,0,
32364945,8196710,9078061,0,0,0,
32466960,8196710,9078061,0,0,0,
32668396,8196710,9078061,0,0,0,
32574993,8196710,9078061,0,0,0,
32767195,8196710,9078061,0,0,0,
32829586,8196710,9078061,0,0,0,
32719273,8196710,9078061,0,0,0,
32656772,8196710,9078061,0,0,0,
32796370,8196710,9078061,0,0,0,
32740468,8196710,9078061,0,0,0,
32701306,8196710,9078061,0,0,0,
32368269,8196710,9078061,0,0,0,
32641787,8196710,9078061,0,0,0,
32781424,8196710,9078061,0,0,0,
32719252,8196710,9078061,0,0,0,
32566226,8196710,9078061,0,0,0,
32663546,8196710,9078061,0,0,0,
32544534,8196710,9078061,0,0,0,
32611277,8196710,9078061,0,0,0,
32621948,8196710,9078061,0,0,0,
32459136,8196710,9078061,0,0,0,
32388777,8196710,9078061,0,0,0,
32434440,8196710,9078061,0,0,0,
32714476,8196710,9078061,0,0,0,
32744461,8196710,9078061,0,0,0,
32740390,8196710,9078061,0,0,0,
32360778,8196710,9078061,0,0,0,
32452656,8196710,9078061,0,0,0,
32753353,8196710,9078061,0,0,0,
32758828,8196710,9078061,0,0,0,
32599259,8196710,9078061,0,0,0,
32753497,8196710,9078061,0,0,0,
32723122,8196710,9078061,0,0,0,
32555996,8196710,9078061,0,0,0,
32693731,8196710,9078061,0,0,0,
32808715,8196710,9078061,0,0,0,
32537426,8196710,9078061,0,0,0,
32535090,8196710,9078061,0,0,0,
32374812,8196710,9078061,0,0,0,
32555969,8196710,9078061,0,0,0,
32731060,8196710,9078061,0,0,0,
32692936,8196710,9078061,0,0,0,
32717242,8196710,9078061,0,0,0,
32543255,8196710,9078061,0,0,0,
32829610,8196710,9078061,0,0,0,
32654222,8196710,9078061,0,0,0,
32689820,8196710,9078061,0,0,0,
32688080,8196710,9078061,0,0,0,
32537732,8196710,9078061,0,0,0,
32490705,8196710,9078061,0,0,0,
32600228,8196710,9078061,0,0,0,
32652521,8196710,9078061,0,0,0,
32565977,8196710,9078061,0,0,0,
32454471,8196710,9078061,0,0,0,
32396484,8196710,9078061,0,0,0,
32560238,8196710,9078061,0,0,0,
32537792,8196710,9078061,0,0,0,
32569547,8196710,9078061,0,0,0,
32555921,8196710,9078061,0,0,0,
32589047,8196710,9078061,0,0,0,
32358183,8196710,9078061,0,0,0,
32493846,8196710,9078061,0,0,0,
32516480,8196710,9078061,0,0,0,
32671517,8196710,9078061,0,0,0,
32337915,8196710,9078061,0,0,0,
32470848,8196710,9078061,0,0,0,
32566583,8196710,9078061,0,0,0,
32419566,8196710,9078061,0,0,0,
32422659,8196710,9078061,0,0,0,
32589050,8196710,9078061,0,0,0,
32744584,8196710,9078061,0,0,0,
32382099,8196710,9078061,0,0,0,
32507142,8196710,9078061,0,0,0,
32566649,8196710,9078061,0,0,0,
32391759,8196710,9078061,0,0,0,
32693845,8196710,9078061,0,0,0,
32561003,8196710,9078061,0,0,0,
32470779,8196710,9078061,0,0,0,
32485590,8196710,9078061,0,0,0,
32719105,8196710,9078061,0,0,0,
32338572,8196710,9078061,0,0,0,
32695862,8196710,9078061,0,0,0,
32533433,8196710,9078061,0,0,0,
32388759,8196710,9078061,0,0,0,
32549933,8196710,9078061,0,0,0,
32794708,8196710,9078061,0,0,0,
32391774,8196710,9078061,0,0,0,
32580365,8196710,9078061,0,0,0,
32660494,8196710,9078061,0,0,0,
32561459,8196710,9078061,0,0,0,
32537765,8196710,9078061,0,0,0,
32409855,8196710,9078061,0,0,0,
32528628,8196710,9078061,0,0,0,
32732107,8196710,9078061,0,0,0,
32337852,8196710,9078061,0,0,0,
32493372,8196710,9078061,0,0,0,
32693851,8196710,9078061,0,0,0,
32599787,8196710,9078061,0,0,0,
32683627,8196710,9078061,0,0,0,
32566280,8196710,9078061,0,0,0,
32373483,8196710,9078061,0,0,0,
32555924,8196710,9078061,0,0,0,
32371590,8196710,9078061,0,0,0,
32452665,8196710,9078061,0,0,0,
32470788,8196710,9078061,0,0,0,
32537390,8196710,9078061,0,0,0,
32656634,8196710,9078061,0,0,0,
32715823,8196710,9078061,0,0,0,
32525025,8196710,9078061,0,0,0,
32338020,8196710,9078061,0,0,0,
32555981,8196710,9078061,0,0,0,
32599748,8196710,9078061,0,0,0,
32675489,8196710,9078061,0,0,0,
32566262,8196710,9078061,0,0,0,
32493684,8196710,9078061,0,0,0,
32759125,8196710,9078061,0,0,0,
32470497,8196710,9078061,0,0,0,
32539841,8196710,9078061,0,0,0,
32433960,8196710,9078061,0,0,0,
32566676,8196710,9078061,0,0,0,
32723116,8196710,9078061,0,0,0,
32368218,8196710,9078061,0,0,0,
32388747,8196710,9078061,0,0,0,
32467104,8196710,9078061,0,0,0,
32386791,8196710,9078061,0,0,0,
32516459,8196710,9078061,0,0,0,
32690738,8196710,9078061,0,0,0,
32719075,8196710,9078061,0,0,0,
32535129,8196710,9078061,0,0,0,
32368305,8196710,9078061,0,0,0,
32814133,8196710,9078061,0,0,0,
32516537,8196710,9078061,0,0,0,
32684224,8196710,9078061,0,0,0,
32569574,8196710,9078061,0,0,0,
32388744,8196710,9078061,0,0,0,
32539778,8196710,9078061,0,0,0,
32347242,8196710,9078061,0,0,0,
32719270,8196710,9078061,0,0,0,
32693749,8196710,9078061,0,0,0,
32371599,8196710,9078061,0,0,0,
32391849,8196710,9078061,0,0,0,
32795311,8196710,9078061,0,0,0,
32490702,8196710,9078061,0,0,0,
32796382,8196710,9078061,0,0,0,
32470764,8196710,9078061,0,0,0,
32652569,8196710,9078061,0,0,0,
32714464,8196710,9078061,0,0,0,
32719543,8196710,9078061,0,0,0,
32668429,8196710,9078061,0,0,0,
32789347,8196710,9078061,0,0,0,
32539724,8196710,9078061,0,0,0,
32695960,8196710,9078061,0,0,0,
32660359,8196710,9078061,0,0,0,
32523477,8196710,9078061,0,0,0,
32656322,8196710,9078061,0,0,0,
32704546,8196710,9078061,0,0,0,
32539784,8196710,9078061,0,0,0,
32557817,8196710,9078061,0,0,0,
32373510,8196710,9078061,0,0,0,
32566241,8196710,9078061,0,0,0,
32601260,8196710,9078061,0,0,0,
32701357,8196710,9078061,0,0,0,
32793637,8196710,9078061,0,0,0,
32539769,8196710,9078061,0,0,0,
32543300,8196710,9078061,0,0,0,
32569736,8196710,9078061,0,0,0,
32652515,8196710,9078061,0,0,0,
32430972,8196710,9078061,0,0,0,
32793631,8196710,9078061,0,0,0,
32533478,8196710,9078061,0,0,0,
31957587,8196710,9078061,0,0,0,
32794036,8196710,9078061,0,0,0,
32767207,8196710,9078061,0,0,0,
32751454,8196710,9078061,0,0,0,
32566532,8196710,9078061,0,0,0,
32396490,8196710,9078061,0,0,0,
32365515,8196710,9078061,0,0,0,
32566556,8196710,9078061,0,0,0,
32660461,8196710,9078061,0,0,0,
32490783,8196710,9078061,0,0,0,
32767270,8196710,9078061,0,0,0,
32694266,8196710,9078061,0,0,0,
32630993,8196710,9078061,0,0,0,
32758951,8196710,9078061,0,0,0,
32660479,8196710,9078061,0,0,0,
32803576,8196710,9078061,0,0,0,
32337975,8196710,9078061,0,0,0,
32789344,8196710,9078061,0,0,0,
32706142,8196710,9078061,0,0,0,
32409873,8196710,9078061,0,0,0,
32693758,8196710,9078061,0,0,0,
32654213,8196710,9078061,0,0,0,
32365023,8196710,9078061,0,0,0,
32371620,8196710,9078061,0,0,0,
32364354,8196710,9078061,0,0,0,
32569829,8196710,9078061,0,0,0,
32374836,8196710,9078061,0,0,0,
32580287,8196710,9078061,0,0,0,
32543846,8196710,9078061,0,0,0,
32391720,8196710,9078061,0,0,0,
32714503,8196710,9078061,0,0,0,
32706100,8196710,9078061,0,0,0,
32714473,8196710,9078061,0,0,0,
32621819,8196710,9078061,0,0,0,
32719477,8196710,9078061,0,0,0,
32642369,8196710,9078061,0,0,0,
32490777,8196710,9078061,0,0,0,
32382009,8196710,9078061,0,0,0,
32373528,8196710,9078061,0,0,0,
32433156,8196710,9078061,0,0,0,
32642438,8196710,9078061,0,0,0,
32867884,8196710,9078061,0,0,0,
32470731,8196710,9078061,0,0,0,
32714515,8196710,9078061,0,0,0,
32537759,8196710,9078061,0,0,0,
32381982,8196710,9078061,0,0,0,
32550278,8196710,9078061,0,0,0,
32599736,8196710,9078061,0,0,0,
32555957,8196710,9078061,0,0,0,
32550359,8196710,9078061,0,0,0,
32358150,8196710,9078061,0,0,0,
32753545,8196710,9078061,0,0,0,
32364987,8196710,9078061,0,0,0,
32767024,8196710,9078061,0,0,0,
32706115,8196710,9078061,0,0,0,
32493783,8196710,9078061,0,0,0,
32692933,8196710,9078061,0,0,0,
32808886,8196710,9078061,0,0,0,
32358156,8196710,9078061,0,0,0,
32744443,8196710,9078061,0,0,0,
32368275,8196710,9078061,0,0,0,
32683684,8196710,9078061,0,0,0,
32550296,8196710,9078061,0,0,0,
32693722,8196710,9078061,0,0,0,
32388801,8196710,9078061,0,0,0,
32641769,8196710,9078061,0,0,0,
32382105,8196710,9078061,0,0,0,
32533445,8196710,9078061,0,0,0,
32684971,8196710,9078061,0,0,0,
32364966,8196710,9078061,0,0,0,
32769757,8196710,9078061,0,0,0,
32490801,8196710,9078061,0,0,0,
32382024,8196710,9078061,0,0,0,
32539298,8196710,9078061,0,0,0,
32599754,8196710,9078061,0,0,0,
32599700,8196710,9078061,0,0,0,
32358132,8196710,9078061,0,0,0,
32435490,8196710,9078061,0,0,0,
32368230,8196710,9078061,0,0,0,
32372700,8196710,9078061,0,0,0,
32523788,8196710,9078061,0,0,0,
32350533,8196710,9078061,0,0,0,
32368182,8196710,9078061,0,0,0,
32737844,8196710,9078061,0,0,0,
32668381,8196710,9078061,0,0,0,
32582849,8196710,9078061,0,0,0,
32516528,8196710,9078061,0,0,0,
32787154,8196710,9078061,0,0,0,
32550392,8196710,9078061,0,0,0,
32758819,8196710,9078061,0,0,0,
32566715,8196710,9078061,0,0,0,
32550251,8196710,9078061,0,0,0,
