,OrigMID,ProsperRating,Term,CycleCounter,LoanAmount,AvgBorrowerRate,PrevUPB,UPB,ScheduledMonthlyPaymentAmount,ScheduledPeriodicPrin,ScheduledInterest,PrincipalPaid,FullPaydowns,VoluntaryExcessPrin,ExpectedPrinPaid,InterestPaid,SVC_Fees,TotalFees,CO_Balance,RecoveryPrinPaid,NetCO_FromSettlement,GrossCashFromDebtSale,NetCashToInvestorsFromDebtSale,DPD_1,DPD_16,DPD_31,DPD_61,DPD_91,CumulativeGrossLosses,CumulativeGrossLossesPct,CumulativeNetLosses,CumulativeNetLossesPct,FICO,Income
19753,201807,AA,60,3,2625009,0.084392952,2450728.45,2338641.36,51628.14,34392.851089974,17235.288910026,112087.09,69092.4791,6917.4685,3362.7524,18170.97,-2285.01,-2285.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,142041
19754,201807,AA,60,4,2625009,0.084392952,2338641.36,2254149.92,50153.02,33706.055717633,16446.964282367,84491.44,48849.7338,3910.7716,2640.1146,15973.27,-2007.91,-2007.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,142041
19755,201807,AA,60,5,2625009,0.084392952,2254149.92,2152197.42,49005.72,33152.991144052,15852.728855948,101952.5,62449.3176,7258.6459,3066.9665,15331.22,-1925.99,-1925.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,142041
19756,201807,AA,60,6,2625009,0.084392952,2152197.42,2096397.7,47633.04,32497.355534581,15135.684465419,55799.72,15606.9644,6598.8401,3193.0555,16180.33,-2037.21,-2037.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,142041
19757,201807,AA,60,7,2625009,0.084392952,2096397.7,2041601.47,47284.75,32541.502236149,14743.247763851,54796.23,18862.5122,5631.0762,3507.4216,14470.75,-1820.89,-1820.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,142041
19758,201807,AA,60,8,2625009,0.084392952,2041601.47,1952992.39,46731.59,32373.72090757,14357.86909243,88609.08,50490.8877,5346.0515,25960.5808,13723.74,-1727.48,-1727.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,142041
19759,201807,AA,60,9,2625009,0.084392952,1952992.39,1837772.88,45410.15,31675.475497731,13734.674502269,115219.51,81447.0131,2817.7182,3460.1387,13882.75,-1749.8,-1749.8,0,0,0,0,0,0.006784259,0,0,0,0,0,0,0,0,782,142041
19760,201807,AA,60,10,2625009,0.084392952,1837772.88,1777761.82,43422.84,30498.520903742,12924.319096258,60011.06,27127.957,2853.2004,3448.6326,12479.33,-1574.13,-1574.13,0,0,0,0,0,0.006784259,0.006784259,0.006784259,0,0,0,0,0,0,782,142041
19761,201807,AA,60,11,2625009,0.084392952,1777761.82,1730099.92,42777.48,30275.216431506,12502.263568494,47661.9,0,18409.2704,3195.7296,12256.48,-1545.31,-1545.31,0,0,0,0,0,0.006784259,0.006784259,0.006784259,0.006784259,0,0,0,0,0,782,142041
19762,201807,AA,60,12,2625009,0.084392952,1730099.92,1668498.53,42777.48,30610.416355978,12167.063644022,61601.39,16645.5095,13057.9198,4163.0207,12770.1,-1611.24,-1611.24,0,0,0,0,0,0.006784259,0.006784259,0.006784259,0.006784259,0.006784259,0,0,0,0,782,142041
19763,201807,AA,60,13,2625009,0.084392952,1668498.53,1589010.89,42367.73,30633.906898395,11733.823101605,61678.9,26622.2334,7188.1993,4187.8873,11374.42,-1433.09,-1433.09,17808.74,0,0,0,0,0,0,0,0,0,17808.74,0.006784259,17808.74,0.006784259,782,142041
19764,201807,B,36,0,36073482,0.12813994,36073482,35749208.26,0,0,385204.48745079,324273.74,241700,82573.74,0,2547.504,-218.2377,-218.2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,101524
19765,201807,B,36,1,36073482,0.12813994,35749208.26,34702995.86,1204114.97,822521.307581556,381593.662418444,1045421.35,252661.369,74093.866,44649.215,343512.9927,-28660.1443,-28699.5443,0,0,0,0,0,0.004235798,0.001940484,0,0,0,0,0,0,0,703,101524
19766,201807,B,36,2,36073482,0.12813994,34702995.86,33546616.01,1193465.55,822483.861037752,370367.021875756,1155481.45,228285.7175,135317.0456,49358.0469,372824.69,-31120.06,-31255.93,0,0,0,0,0,0.00524388,0.002974656,0.002688956,0,0,0,0,0,0,703,101524
19767,201807,B,36,3,36073482,0.12813994,33546616.01,32216166.21,1184536.18,826231.457202277,358085.776288982,1330449.8,432683.1502,56894.5451,66260.5647,365011.06,-30476.74,-31179.38,0,0,0,0,0,0.011608688,0.00788845,0.003051585,0.00255035,0,0,0,0,0,703,101524
19768,201807,B,36,4,36073482,0.12813994,32216166.21,31074063.42,1167369,823421.705052946,343947.294947054,1117102.79,319210.791,29294.8349,50928.2641,333388.93,-27798.14,-28283.54,25000,0,0,0,0,0.014780975,0.011021402,0.007508639,0.002219949,0.001718714,25000,0.00069303,25000,0.00069303,703,101524
19769,201807,B,36,5,36073482,0.12809766,31074063.42,29842172.46,1154418.99,822794.229415939,331624.760584061,1169890.96,327403.6942,48470.0767,68836.2791,318473.24,-26601.8,-27102.16,62000,0,0,2949.28,2801.82,0.019656755,0.014239347,0.011294293,0.00631049,0.001277428,87000,0.002411744,84198.18,0.002334074,703,101524
19770,201807,B,36,6,36073482,0.12809766,29842172.46,28548343.68,1139231.11,820541.49427274,318476.763958939,1229136.84,345556.337,70671.119,58549.184,327667.75,-27340.89,-28042.75,59925.94,0,0,6920.58,6574.55,0.032604189,0.023085441,0.013764489,0.008580321,0.003725863,146925.94,0.004072963,137549.57,0.003813038,703,101524
19771,201807,B,36,7,36073482,0.12809766,28548343.68,27309118.69,1121756.82,816699.319007793,304595.668656207,1104820.15,283019.0294,84744.3439,58299.5267,286653.26,-23941.3,-24503.6,134404.84,0,0,2072.55,1968.92,0.032339721,0.027446447,0.021323215,0.009657416,0.003950179,281330.78,0.007798825,269985.49,0.00748432,703,101524
19772,201807,B,36,8,36073482,0.12809766,27309118.69,25813979.99,1104132.8,812180.463333095,291475.700192343,1293567.22,434282.9224,66741.8172,297829.9704,264155.81,-22038.23,-23298.34,199858.49,-287.01,0,14097.32,13392.46,0.029471998,0.024985699,0.020927297,0.014780866,0.003622545,481189.27,0.013339141,456451.52,0.012653381,703,101524
19773,201807,B,36,9,36073482,0.12813994,25813979.99,24554115.37,1075019.56,799256.432240215,275555.141932785,1122186.82,308050.0183,60975.425,59008.9867,270666.93,-22594.04,-23480.37,130677.8,0,0,17345.4,16478.12,0.033823435,0.026845863,0.020741712,0.016778022,0.01052883,611867.07,0.016961686,570651.2,0.015819133,703,101524
19774,201807,B,36,10,36073482,0.12813994,24554115.37,22748991.87,1055451.48,792792.003529445,262104.596150555,1394364.26,584680.9008,53773.2223,87958.2669,247786.64,-20680.67,-22369.39,408759.24,404.7,17544.55,10936.88,10390.04,0.026035591,0.019504787,0.015362314,0.009027969,0.004465521,1020626.31,0.02829298,968615.7,0.026851184,703,101524
19775,201807,B,36,11,36073482,0.128133692,22748991.87,21247776.86,1013444.62,770025.90581174,243118.250849604,1330108.16,502263.6596,103072.8597,75505.8907,236308.03,-19737.44,-21356.64,171106.85,3112.44,0,33700.3232,32017.24,0.025267967,0.019610033,0.015130542,0.009755783,0.003909475,1174188.61,0.03254991,1087048.32,0.030134278,703,101524
19776,201807,B,36,12,36073482,0.128133692,21247776.86,19846112.97,982309.75,754102.6043577,226963.226791491,1259370.01,443301.1363,80235.5147,86596.419,224101.07,-18697.5,-20016.57,142293.88,2498.44,0,18830.3056,17889.16,0.028354983,0.021442478,0.016944024,0.010450194,0.005393662,1316482.49,0.036494467,1208954.6,0.033513665,703,101524
19777,201807,B,36,13,36073482,0.128133692,19846112.97,18434018.08,951675.84,739138.956404727,211914.216259722,1194621.92,485465.9398,41151.6525,64857.9777,195713.85,-16348.44,-17457.86,217472.97,600,0,12402.3934,11783.51,0.025552867,0.019157824,0.016966485,0.009670215,0.004238934,1533955.46,0.042523077,1414044.06,0.03919899,703,101524
19778,201807,B,60,0,21137746,0.129065119,21137746,20861096.85,0,0,227345.476101168,276649.15,235402,41247.15,0,1477.0916,-125.5942,-125.5942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,106393
19779,201807,B,60,1,21137746,0.129065119,20861096.85,20274308.15,474701.66,250248.793217183,224452.866782817,586788.7,332705.564,38987.8627,15714.2333,200969.98,-16667.4,-16667.4,0,0,0,0,0,0.003146031,0,0,0,0,0,0,0,0,730,106393
19780,201807,B,60,2,21137746,0.129065119,20274308.15,19931159.97,466490.01,248418.857545133,218071.152454867,343148.18,92233.4751,39356.216,16911.6689,218314.76,-18121.12,-18180.94,0,0,0,0,0,0.008948488,0.006049712,0.003146031,0,0,0,0,0,0,730,106393
19781,201807,B,60,3,21137746,0.129065119,19931159.97,19392715.98,464937.93,250522.457591587,214415.472408413,538443.99,236321.2461,48270.1339,23968.25,219623.17,-18206.16,-18294.94,0,0,0,0,0,0.013642868,0.007681588,0.007681588,0.003146031,0,0,0,0,0,730,106393
19782,201807,B,60,4,21137746,0.129065119,19392715.98,18955990.62,458699.61,250144.561308892,208555.048691108,436725.36,144509.5377,64813.9241,18218.5782,199116.71,-16526.19,-16589.06,0,0,0,0,0,0.017896002,0.015068079,0.012146857,0.0072085,0.002672943,0,0,0,0,730,106393
19783,201807,B,60,5,21137746,0.129065119,18955990.62,18426027.2,454617.77,250834.778426639,203782.991573361,473463.42,214782.2291,20281.451,21839.9499,195616.12,-16247.11,-16347.99,56500,0,0,0,0,0.022171424,0.017934654,0.015907329,0.009473913,0.004535557,56500,0.002672943,56500,0.002672943,730,106393
19784,201807,B,60,6,21137746,0.129021198,18426027.2,17901824.13,448149.92,250138.381854321,198001.876372679,428331.62,164134.0132,19118.83,19979.1668,206020.43,-17126,-17281.53,95871.45,0,0,6277.73,5963.85,0.026198069,0.019767523,0.016820168,0.011371772,0.004938356,152371.45,0.0072085,146407.6,0.006926358,730,106393
19785,201807,B,60,7,21137746,0.129021198,17901824.13,17403119.93,441146.07,248770.721417786,192375.348582214,387568.63,124081.7451,41445.9478,20408.7871,180269.44,-14977.3,-15145.01,111135.57,0,0,2759.13,2621.17,0.028758976,0.024358035,0.01914382,0.009289464,0.006114089,263507.02,0.012466183,254922,0.012060037,730,106393
19786,201807,B,60,8,21137746,0.129021198,17403119.93,16743756.61,435577.35,248380.958926842,187196.391073158,530125.26,235182.8871,55363.7473,194651.5856,169578.37,-14060.43,-14646.01,129238.06,0,0,8569.52,8141.05,0.025704112,0.0207327,0.019424546,0.010921578,0.003175375,392745.08,0.018580272,376019.01,0.017788983,730,106393
19787,201807,B,60,9,21137746,0.129021198,16743756.61,16097349.18,426482.34,246202.670375874,179986.248966126,537955.02,264634.1943,43480.6305,23794.6652,176912.69,-14681.81,-15366.78,108452.41,0,0,8037.68,7635.79,0.027240101,0.022612297,0.014390288,0.01125108,0.005473182,501197.49,0.023711019,476835.63,0.02255849,730,106393
19788,201807,B,60,10,21137746,0.129021198,16097349.18,15448861.92,415384.94,242348.719829701,173036.220170299,501101.8,241026.733,29360.9425,87092.9645,166372.64,-13812.61,-14597.26,147385.46,0,0,12786.52,12147.19,0.019809709,0.017915604,0.015092626,0.00850472,0.00427846,648582.95,0.030683638,612073.9,0.028956441,730,106393
19789,201807,B,60,11,21137746,0.129021198,15448861.92,14834202.87,404658.69,238242.464926816,166188.328057538,524222.04,282545.4053,18162.9995,21653.1952,163716.38,-13593.93,-14350.24,90437.01,0,0,3618.88,3437.93,0.021408999,0.017972707,0.013299714,0.007926939,0.003577873,739019.96,0.034962099,699072.98,0.033072258,730,106393
19790,201807,B,60,12,21137746,0.128929949,14834202.87,14288504.94,394269.96,234899.862606321,159370.097393679,470069.76,209589.6058,29184.9895,28006.5247,157912.97,-13147.59,-13641.48,75628.17,0,0,5878.86,5584.92,0.031131446,0.023021019,0.015212747,0.009721841,0.003921707,814648.13,0.038539972,769116.23,0.036385915,730,106393
19791,201807,B,60,13,21137746,0.12897387,14288504.94,13680137.71,386183.81,232683.991073151,153499.818926849,507654.33,265576.5513,35978.7911,21920.9076,143474.61,-11924.78,-12562.74,100712.9,0,0,3564.52,3386.29,0.029722969,0.024578827,0.020664862,0.009398753,0.004529881,915361.03,0.043304571,866442.84,0.040990314,730,106393
19792,201807,C,36,0,35513451,0.17756663,35513451,35284686.74,0,0,525500.323086014,228764.26,190100,38664.26,0,3086.4777,-187.8373,-187.8373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,97692
19793,201807,C,36,1,35513451,0.17756663,35284686.74,34187977.31,1272999.58,750937.317072633,522062.262927367,1096493.06,380100.645,64765.7311,37738.9839,471302.4329,-28342.3334,-28457.3534,0,0,0,0,0,0.004660206,0.001464234,0,0,0,0,0,0,0,693,97692
19794,201807,C,36,2,35513451,0.17756663,34187977.31,32871875.91,1258064.08,751386.058355599,505904.159966422,1315882.23,490117.5569,120284.3188,51136.1043,502871.37,-30261.18,-30376.38,0,0,0,0,0,0.014463433,0.006103462,0.003499705,0,0,0,0,0,0,693,97692
19795,201807,C,36,3,35513451,0.17756663,32871875.91,31457707.67,1238952.91,751189.067926525,486039.563615143,1413942.31,608623.1385,50331.9408,55034.4007,493125.79,-29722.81,-30209.89,0,0,0,0,0,0.025257954,0.014938769,0.00961944,0.003505714,0,0,0,0,0,693,97692
19796,201807,C,36,4,35513451,0.17756663,31457707.67,30456371.58,1212233.15,747318.282436996,464754.120095004,1001336.09,297807.4041,35629.2758,38981.4801,435021.41,-26212.68,-27228.33,0,0,0,0,0,0.039698198,0.026995609,0.018334086,0.008939179,0.003505714,0,0,0,0,693,97692
19797,201807,C,36,5,35513451,0.17756663,30456371.58,29103343.75,1199573.91,749120.691018294,450005.219903318,1228527.83,460721.8218,64643.9368,58215.8214,423179.31,-25542.66,-28032.98,124500,0,0,0,0,0.051218971,0.037903272,0.026123405,0.014475339,0.00460691,124500,0.003505714,124500,0.003505714,693,97692
19798,201807,C,36,6,35513451,0.17756663,29103343.75,27668629.61,1175334.97,744798.979458271,429967.536046525,1251503.06,472807.6838,56709.0814,53743.8448,435684.96,-26306.49,-27937.81,183211.08,0,0,8637.44,8205.57,0.05059838,0.041485431,0.035254326,0.019959306,0.009262424,307711.08,0.008664635,299505.51,0.008433579,693,97692
19799,201807,C,36,7,35513451,0.17756663,27668629.61,26241633.43,1147641.33,738759.730048106,408771.845978669,1097436.33,366191.0704,86594.4619,54297.2577,374098.43,-22526.25,-24221.28,329209.85,360,0,14542.19,13815.08,0.050454736,0.042600536,0.03565432,0.022294713,0.009246928,636920.93,0.017934639,614540.28,0.017304437,693,97692
19800,201807,C,36,8,35513451,0.17756663,26241633.43,24721769.47,1117976.86,729650.028572731,387699.299281465,1184531.24,371427.0358,117493.0493,343068.8549,341914.48,-20639.11,-23551.47,334932.72,0,0,26068.09,24764.68,0.047622991,0.041001872,0.032834179,0.021079708,0.010659367,971853.65,0.02736579,924708.32,0.026038256,693,97692
19801,201807,C,36,9,35513451,0.17756663,24721769.47,23196579.09,1086837.63,721405.019469887,365135.975228799,1142241.28,347723.5345,139249.2396,66450.3859,346108.46,-20882.63,-22996.34,382549.1,0,0,23131.004,21973.59,0.046516764,0.038734873,0.029102796,0.01801271,0.009460632,1354402.75,0.03813774,1285283.83,0.036191465,693,97692
19802,201807,C,36,10,35513451,0.17756663,23196579.09,21657513.59,1053843.34,708499.092632975,342610.321194869,1185986.63,484928.5536,52532.5088,79035.0376,311475.24,-18746,-21750.33,349498.87,506.8,4509.53,37602.6543,35722.53,0.046745766,0.041116581,0.030720936,0.018147365,0.008146439,1703901.62,0.047979049,1598553.37,0.045012617,693,97692
19803,201807,C,36,11,35513451,0.17756663,21657513.59,20151110.84,1011734.88,690696.32372043,320062.952096927,1225808.08,543439.0222,62358.4335,60313.3943,300411.54,-18107.15,-20367.22,280594.67,906,0,25326.5966,24058.12,0.048566386,0.040234274,0.030554906,0.018697429,0.009085981,1979986.76,0.05575315,1849674.39,0.052083769,693,97692
19804,201807,C,36,12,35513451,0.17756663,20151110.84,18775927.16,971546.15,672264.433831248,297897.431837327,1094955.92,386842.8453,70454.421,72781.0637,282010.51,-17048.68,-20040.8,280227.76,1983.57,0,31789.467,30199.98,0.050477243,0.0424064,0.036523167,0.020933964,0.010074808,2260214.52,0.0636439,2097718.6,0.059068284,693,97692
19805,201807,C,36,13,35513451,0.17756663,18775927.16,17457756.29,936199.92,658282.955649313,277741.913155052,965466.71,382104.4199,30096.9421,57300.708,242047.32,-14559.95,-17328.83,352704.16,1908.34,0,28781.4085,27343.11,0.051960217,0.04331553,0.035105475,0.02180401,0.00898459,2612918.68,0.073575465,2421171.31,0.068176177,693,97692
19806,201807,C,60,0,23836353,0.179048489,23836353,23488363.71,0,0,355655.25247395,347989.29,314000,33989.29,0,1570.6225,-99.8449,-99.8449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,102092
19807,201807,C,60,1,23836353,0.179048489,23488363.71,22787841.61,596476.87,245943.032914425,350533.837085575,700522.1,431130.823,59782.6787,15116.7183,317644.6801,-19005.8856,-19005.8856,0,0,0,0,0,0.005118233,0.003440124,0,0,0,0,0,0,0,709,102092
19808,201807,C,60,2,23836353,0.179048489,22787841.61,22349949.68,584723.33,244354.561214087,340152.540853913,437891.93,152115.0818,57973.1245,17847.7237,341587.95,-20412.48,-20933.53,0,0,0,0,0,0.008292555,0.004217952,0.002391305,0,0,0,0,0,0,709,102092
19809,201807,C,60,3,23836353,0.179048489,22349949.68,21746788.21,580363.7,246916.346302975,333447.353697025,603161.47,308333.6071,49211.7573,20651.6356,333032.78,-19931.11,-19991.06,0,0,0,0,0,0.017047367,0.011997051,0.0077469,0.002391305,0,0,0,0,0,709,102092
19810,201807,C,60,4,23836353,0.179048489,21746788.21,21186093.44,571819.49,246709.384610265,324341.124613347,525694.77,232074.2698,70556.0974,14371.0228,314999.18,-18858.23,-19607.19,35000,0,0,0,0,0.023922908,0.015083028,0.011534169,0.004826226,0.00092296,35000,0.001468345,35000,0.001468345,709,102092
19811,201807,C,60,5,23836353,0.179048489,21186093.44,20559537.86,563659.07,246571.513339796,316030.592883481,604555.58,300031.8078,68906.1556,19514.1566,300858.86,-18041.72,-18602.07,22000,0,0,4146.98,3939.63,0.03091986,0.024205499,0.021671951,0.010611209,0.003903266,57000,0.002391305,53060.37,0.002226027,709,102092
19812,201807,C,60,6,23836353,0.179048489,20559537.86,20048945.39,554133.28,246042.81663909,306698.297484449,404788.45,139995.8074,31100.7814,17704.7612,309569.81,-18542.71,-18895.91,105804.02,0,0,2581.96,2452.86,0.035392443,0.029532685,0.023373557,0.016053746,0.006172442,162804.02,0.006830073,156411.53,0.00656189,709,102092
19813,201807,C,60,7,23836353,0.179048489,20048945.39,19501288.51,546670.31,247048.633973688,299002.883470812,400528.37,159264.9763,22820.0879,15323.9958,283582.31,-17006.75,-17640.08,147128.51,0,0,6844.54,6502.31,0.033039236,0.027677217,0.024312047,0.015507322,0.007843581,309932.53,0.013002515,297037.73,0.012461543,709,102092
19814,201807,C,60,8,23836353,0.179048489,19501288.51,18727218.33,537471.72,246954.217570817,290517.502429183,558104.87,245331.855,78635.6385,188690.6565,258688.94,-15511.81,-16120.16,215965.31,0,0,9533.89,9057.2,0.034734577,0.028380396,0.023612302,0.01275682,0.006045364,525897.84,0.022062848,503945.84,0.021141902,709,102092
19815,201807,C,60,9,23836353,0.179048489,18727218.33,17995976.39,523634.19,244257.411080554,278783.121929446,578688.1,323913.3858,34085.6049,18831.1393,268488.38,-16106.61,-16729.91,152553.84,0,0,17229.43,16367.96,0.041396301,0.036120563,0.023854505,0.014939784,0.006313422,678451.68,0.028462898,640131.72,0.026855271,709,102092
19816,201807,C,60,10,23836353,0.179048489,17995976.39,17275754.5,509174.97,240586.365006808,267576.797374896,536584.23,245026.7754,67732.3359,96709.9887,252377.9,-15140.49,-16408.35,183637.66,0,0,15748.18,14960.79,0.039852892,0.034029595,0.028235137,0.013091702,0.006234959,862089.34,0.036166998,808808.59,0.033931726,709,102092
19817,201807,C,60,11,23836353,0.179048489,17275754.5,16661223.76,496137.77,238332.221370972,256660.387536103,480407.89,232609.9933,30941.2506,19689.5561,247247.07,-14841.76,-15517.64,134122.85,0,0,16430.27,15608.77,0.038661602,0.03237786,0.026951712,0.021725259,0.006379762,996212.19,0.041793818,927322.67,0.038903714,709,102092
19818,201807,C,60,12,23836353,0.179048489,16661223.76,15980360.61,483506.45,235262.463928071,247677.152073052,528792.9,285226.7278,15154.1328,24837.2894,241267.38,-14472.87,-15533.14,152070.25,250,0,13409.251,12736.7,0.037645909,0.03140503,0.025468858,0.02057195,0.013980426,1148282.44,0.048173579,1066406.22,0.044738649,709,102092
19819,201807,C,60,13,23836353,0.179003851,15980360.61,15219223.22,469633.7,232309.963368989,237323.736631011,427895.02,184441.4381,41048.4107,20658.6912,218702.89,-13158.26,-13703.29,333242.37,500,0,14343.66,13626.48,0.032200368,0.025500545,0.019992409,0.010953686,0.005610367,1481524.81,0.062154005,1385522.11,0.05812643,709,102092
19820,201807,D,36,0,14377178,0.248166212,14377178,14153541.45,0,0,297327.484087019,223636.55,166000,57636.55,0,1601.3998,-70.1775,-70.1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,89747
19821,201807,D,36,1,14377178,0.248166212,14153541.45,13688577.23,563792.38,270981.693696914,292810.686303086,464910.01,212853.3135,19561.037,11759.8395,266960.3797,-11452.9125,-11486.1425,0,0,0,0,0,0.007929233,0.00118243,0,0,0,0,0,0,0,682,89747
19822,201807,D,36,2,14377178,0.248166212,13688577.23,13215212.97,553920.6,270624.058233652,283159.186800521,473308.83,184250.0508,41649.1999,12154.4793,279526.04,-12024.56,-12224.31,0,0,0,0,0,0.019980034,0.008067107,0.003129961,0,0,0,0,0,0,682,89747
19823,201807,D,36,3,14377178,0.247963391,13215212.97,12718855.96,546120.39,272047.408131515,273100.620778138,496298.24,159252.4717,68334.1905,16793.7478,276053.69,-11874.27,-12109.76,0,0,0,0,0,0.035688988,0.028550118,0.013049528,0.003129961,0,0,0,0,0,682,89747
19824,201807,D,36,4,14377178,0.247963391,12718855.96,12324483.31,537694.21,272807.460788046,262685.533561887,394314.66,129922.19,22732.4351,13709.2949,250423.16,-10765.01,-11871.58,0,0,0,0,0,0.037352351,0.029381982,0.019995848,0.012366769,0.002990851,0,0,0,0,682,89747
19825,201807,D,36,5,14377178,0.247963391,12324483.31,11903918.78,530982.08,275030.85800727,254461.614046063,377503.22,94229.413,31654.7551,14277.3719,239537.31,-10307.65,-11767.21,43000,0,0,0,0,0.052674101,0.041109209,0.022829863,0.015667991,0.007530409,43000,0.002990851,43000,0.002990851,682,89747
19826,201807,D,36,6,14377178,0.247963391,11903918.78,11124580.36,523144.67,277050.575594818,245730.190935407,607541.36,260205.2093,93187.7379,20872.7828,250602.94,-10800.27,-11760.3,171797.06,0,0,2915.69,2769.91,0.052660742,0.040245515,0.030422299,0.008828613,0.002110843,214797.06,0.014940141,212027.15,0.01474748,682,89747
19827,201807,D,36,7,14377178,0.247963391,11124580.36,10703165.01,504160.97,272918.516338727,229609.23541522,391067.38,134194.9126,24061.5247,17889.9727,208392.17,-8951.92,-11040.2,30347.97,32.1,0,21734.9343,20648.54,0.060803464,0.044915561,0.031383815,0.023372582,0.006382305,245145.03,0.017050984,221694.48,0.015419888,682,89747
19828,201807,D,36,8,14377178,0.247963391,10703165.01,10148339.91,493626.07,272193.352889461,220893.493660503,463065.57,170392.5539,25588.1182,24002.3279,196038.81,-8443.94,-10760.75,91759.53,0,0,1199.78,1139.79,0.068775142,0.055800637,0.040108315,0.021292566,0.014998127,336904.56,0.023433289,312314.22,0.021722915,682,89747
19829,201807,D,36,9,14377178,0.247963391,10148339.91,9451542.81,480896.59,270532.882800061,209384.092341829,463114.77,174539.2128,47446.0429,21416.9243,193729.72,-8354.06,-10878,233242.33,0,0,11253.43,10690.75,0.063327563,0.048960114,0.035048507,0.019973993,0.004880818,570146.89,0.039656384,534865.8,0.037202419,682,89747
19830,201807,D,36,10,14377178,0.247963391,9451542.81,8917675.35,460371.17,264116.633575098,194830.121785184,465664.6,171914.161,60273.5828,21942.6062,171794.34,-7415.54,-9229.87,68002.86,0,0,26704.6802,25370.47,0.076765385,0.060188431,0.048278838,0.028398471,0.013775569,638149.75,0.044386301,577498.19,0.040167701,682,89747
19831,201807,D,36,11,14377178,0.247963391,8917675.35,8429388.57,446449.51,261164.386580719,183601.686873797,335271.87,101514.5255,7174.7722,18275.7023,168495.7,-7272.22,-9994.1,152814.91,0,0,5949.1,5651.64,0.070084865,0.061347911,0.050452286,0.034103386,0.015794743,790964.66,0.055015293,724661.46,0.050403595,682,89747
19832,201807,D,36,12,14377178,0.247963391,8429388.57,7843455.17,431188.78,257474.900931876,173662.553034124,395352.78,117168.6104,43959.3608,22070.4388,155452.26,-6716.06,-9898.52,190477.76,0,0,16690.8072,15855.68,0.08677323,0.07077951,0.050545785,0.03434142,0.019481025,981442.42,0.068263912,899283.54,0.062549378,682,89747
19833,201807,D,36,13,14377178,0.247866459,7843455.17,7246293.5,415165.36,253588.849849971,161329.980255244,340509.23,114874.3843,22317.4563,18727.7794,132971.04,-5772.73,-7865.12,258136.18,916.85,1272.29,20470.92,19447.36,0.084125983,0.063240639,0.049098649,0.029122379,0.012583266,1239578.6,0.086218492,1135074.63,0.078949751,682,89747
19834,201807,D,60,0,10688955,0.246983312,10688955,10519669.94,0,0,219999.458955125,169285.06,108100,61185.06,0,1183.4961,-51.141,-51.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,91881
19835,201807,D,60,1,10688955,0.246983312,10519669.94,10236459.68,308716.53,92277.370219084,216439.159780916,283210.26,170670.6229,35552.36,4827.2671,198635.71,-8629.25,-8723.72,0,0,0,0,0,0.002689692,0.001286375,0,0,0,0,0,0,0,690,91881
19836,201807,D,60,2,10688955,0.246983312,10236459.68,9919633.29,301930.29,91117.380380316,210519.823040916,316826.39,230237.1417,4531.45,5704.5983,210335.08,-9143.29,-9254.62,0,0,0,0,0,0.013367949,0.005988625,0.002463152,0,0,0,0,0,0,690,91881
19837,201807,D,60,3,10688955,0.246983312,9919633.29,9656964.55,294569.21,90422.436497097,204146.773502903,262668.74,106949.2592,67441.0008,6888.49,204377.9,-8850.85,-8850.67,0,0,0,0,0,0.028625651,0.021431338,0.011945122,0.002479195,0,0,0,0,0,690,91881
19838,201807,D,60,4,10688955,0.246983312,9656964.55,9537120.1,291291.07,91303.501817768,198674.693989886,119844.45,9255.4382,31957.5197,2900.5621,189805.64,-8254.99,-8478,0,0,0,0,0,0.043802737,0.026210898,0.021101053,0.011337018,0.00187109,0,0,0,0,690,91881
19839,201807,D,60,5,10688955,0.246983312,9537120.1,9331923.72,289595.19,92805.375253136,196190.201001097,185196.38,66161.3266,32984.1748,5707.0386,181365.94,-7871.67,-8359.66,20000,0,0,0,0,0.050091532,0.03880415,0.030998907,0.019229963,0.009465927,20000,0.00187109,20000,0.00187109,690,91881
19840,201807,D,60,6,10688955,0.246983312,9331923.72,9042420.06,285865.83,93291.158295729,192055.161455841,182413.76,87020.2807,11072.1292,4929.9801,190396.91,-8254.76,-8661.07,107089.9,0,0,0,0,0.061474951,0.046431245,0.03193525,0.020519482,0.008750538,127089.9,0.011889834,127089.9,0.011889834,690,91881
19841,201807,D,60,7,10688955,0.246983312,9042420.06,8735164.97,279760.12,93394.964784314,185948.210587272,213720.98,97505.9061,40269.9806,4443.6833,171812.59,-7478.62,-8305.62,93534.11,0,0,8289.12,7874.66,0.064459297,0.049899996,0.037059342,0.019900011,0.011768944,220624.01,0.020640372,212749.35,0.019903662,690,91881
